,country,year,donated,received,net_committed
1337,United States,1976,897290248,0,897290248
1338,United States,1977,246198361,0,246198361
1339,United States,1978,438452911,0,438452911
1340,United States,1979,717779582,0,717779582
1341,United States,1980,6864224034,0,6864224034
1342,United States,1981,8124423748,0,8124423748
1343,United States,1982,3462490652,0,3462490652
1344,United States,1983,1091122225,0,1091122225
1345,United States,1984,2515278485,0,2515278485
1346,United States,1985,2735617446,0,2735617446
1347,United States,1986,1334668057,0,1334668057
1348,United States,1987,1846214071,0,1846214071
1349,United States,1988,1051167154,0,1051167154
1350,United States,1989,1065107732,0,1065107732
1351,United States,1990,1722305682,0,1722305682
1352,United States,1991,2887003516,0,2887003516
1353,United States,1992,11399278504,0,11399278504
1354,United States,1993,4501838784,0,4501838784
1355,United States,1994,8154319014,0,8154319014
1356,United States,1995,3392574370,0,3392574370
1357,United States,1996,4595800488,0,4595800488
1358,United States,1997,3423306503,0,3423306503
1359,United States,1998,2460766389,0,2460766389
1360,United States,1999,7962084321,0,7962084321
1361,United States,2000,6008166308,0,6008166308
1362,United States,2001,4136147099,0,4136147099
1363,United States,2002,4549559432,4920,4549554512
1364,United States,2003,1258474359,0,1258474359
1365,United States,2004,1328167876,0,1328167876
1366,United States,2005,1350566958,0,1350566958
1367,United States,2006,1935937419,0,1935937419
1368,United States,2007,1111447327,104519053,1006928274
1369,United States,2008,1715190276,1019,1715189257
1370,United States,2009,1695864746,0,1695864746
1371,United States,2010,1517053044,0,1517053044
1372,United States,2011,1158991620,0,1158991620
1373,United States,2012,1093496899,0,1093496899
1374,United States,2013,1059333467,0,1059333467
